1|24.346254|-77.609163|74739|5|[Healthy]
2|43.687313|-102.605999|89330|1|[Fish And Chips, Mediterranean]
3|38.355107|-84.360410|22951|4|[American]
4|34.153936|-95.657868|88613|1|[Mexican, Coffee]
5|35.851423|-122.718885|36682|4|[Cafe]
6|30.560435|-112.483348|59524|4|[Healthy]
7|33.800387|-106.121238|92734|3|[International]
8|43.125548|-119.525588|10505|3|[Pasta, Southwestern]
9|31.544528|-76.356655|17591|5|[Pasta, Indian]
10|32.636266|-92.344160|43777|1|[Southwestern, Steak]
11|35.799289|-104.841623|89451|4|[Pizza]
12|46.282828|-72.593486|56464|5|[Persian, Fusion]
13|35.169949|-122.282044|43402|4|[Persian]
14|33.848197|-72.664716|41449|4|[American]
15|40.446319|-83.757035|60824|2|[Burgers, Fast Food]
16|39.136009|-121.407713|69508|4|[Juices, Salad]
17|48.639397|-87.770591|78366|2|[Mediterranean]
18|32.329573|-110.289749|97462|1|[Healthy]
19|29.210919|-116.476637|93061|2|[Southwestern]
20|36.572849|-100.158293|57026|5|[Grill]
21|46.697909|-97.891036|76348|2|[Contemporary, Pizza]
22|39.693397|-89.285754|55651|1|[International, Coffee]
23|45.276617|-88.398864|71938|5|[Cajun]
24|33.506511|-94.210335|53485|5|[American, Contemporary]
25|34.684551|-100.910837|16127|3|[Indian]
26|37.616216|-75.921662|23912|3|[Bistro]
27|40.997528|-71.981335|56193|5|[European]
28|34.841481|-77.589738|24453|1|[Greek]
29|41.147370|-71.688159|64326|1|[Indian, Creole]
30|47.612433|-105.379525|51907|2|[German]
31|34.573841|-104.817832|51312|4|[Pasta]
32|35.122273|-86.481315|26161|1|[Fast Food]
33|33.944863|-80.311897|93348|3|[Italian]
34|31.550647|-73.341764|61433|5|[Cafe]
35|42.118252|-114.406604|31408|5|[Californian]
36|25.948286|-118.599590|33386|3|[Southwestern]
37|37.372353|-116.428362|26609|1|[Juices, Subs]
38|31.476787|-89.920348|89044|3|[International]
39|38.240791|-115.699776|48105|2|[Grill]
40|43.564261|-112.284872|97494|4|[American]
41|37.721886|-73.588876|48282|1|[Seafood, Southwestern]
42|30.665097|-76.536540|90742|5|[Tapas]
43|39.213929|-104.238221|46369|4|[Coffee, Mexican]
44|26.399511|-88.433504|78732|1|[Deli, Cajun]
45|41.908521|-81.907157|48474|5|[Californian, Subs]
46|30.981893|-103.403983|21728|1|[Healthy, Juices]
47|48.251677|-96.100312|47843|2|[American]
48|36.553444|-85.316737|47362|5|[Pakistani, Italian]
49|40.679261|-108.732740|57579|3|[Pakistani, American]
50|37.293619|-102.104327|53039|1|[Fish And Chips]
51|32.356634|-124.444272|96873|2|[Subs]
52|40.773643|-77.441819|31518|5|[International]
53|34.615808|-80.603736|56865|4|[Middle Eastern, Pasta]
54|26.714878|-107.638135|45011|5|[Greek, Tex Mex]
55|46.411116|-114.668217|83158|2|[Continental, French]
56|30.381786|-105.301809|80142|4|[Steak]
57|48.100396|-88.310031|30654|5|[Asian, Tex Mex]
58|31.469757|-82.831121|56716|4|[Fast Food]
59|38.280857|-113.413395|39240|4|[Diner, Persian]
60|48.725392|-109.151991|43270|4|[Pasta]
61|46.710582|-100.377112|76022|2|[Deli, International]
62|45.607973|-78.490817|46745|3|[Asian, Tex Mex]
63|47.671138|-85.868435|60226|2|[Grill, Seafood]
64|33.350850|-111.647769|51184|2|[Sandwiches, Fusion]
65|41.506978|-79.200795|66936|2|[Cafe, International]
66|44.112080|-82.475337|93325|5|[Juices, Bistro]
67|29.527244|-69.505123|36357|5|[Chinese, Healthy]
68|36.319554|-110.630119|60659|3|[Cafe]
69|41.202101|-87.448213|93700|1|[European, American]
70|47.819678|-74.215755|85342|3|[Middle Eastern]
71|27.482663|-94.562832|97713|5|[Mediterranean]
72|46.880906|-107.285082|18971|3|[Mongolian]
73|27.498970|-115.294671|30098|4|[Continental, Contemporary]
74|37.934611|-95.281646|84683|3|[Juices, Burgers]
75|33.534052|-111.232768|70224|4|[Contemporary, Bistro]
76|43.733133|-94.264502|54259|2|[Healthy, Creole]
77|45.599545|-94.876467|95545|3|[Healthy]
78|25.522061|-87.629763|29682|1|[European, Cafe]
79|40.762227|-120.420262|93850|5|[Burgers]
80|41.664278|-114.743664|29189|3|[International]
81|47.280125|-81.327710|97703|4|[Deli, American]
82|27.126322|-84.347214|44160|2|[Juices, Californian]
83|29.690396|-104.826951|71947|3|[Asian, Grill]
84|34.625741|-78.201088|68441|3|[Persian, Cajun]
85|34.179861|-115.533780|79175|4|[International, Deli]
86|42.502897|-107.472327|17613|4|[Pakistani, European]
87|43.153049|-71.111326|67075|3|[Contemporary]
88|38.773889|-98.181203|92214|2|[Greek, Burgers]
89|44.676260|-123.598031|70751|1|[Steak, Mexican]
90|27.546336|-99.862042|33675|2|[Tapas, Mongolian]
91|27.886566|-82.892246|49589|4|[Chinese, Indian]
92|40.518144|-109.107541|40566|1|[Fast Food, Middle Eastern]
93|35.436554|-86.229017|96544|2|[Juices]
94|46.875063|-101.997906|84494|1|[Creole]
95|24.458112|-106.548679|56254|2|[Burgers]
96|41.609758|-90.793909|44280|2|[Persian]
97|39.869861|-119.820503|54601|3|[Fish And Chips]
98|46.990476|-79.541703|22257|3|[Burgers]
99|25.640099|-112.463337|15253|3|[Italian, Pizza]
100|43.161136|-101.238175|76148|1|[American, Mongolian]
101|41.472986|-112.766335|84178|5|[Middle Eastern, Continental]
102|46.129174|-70.603252|35189|1|[Creole, Seafood]
103|40.311556|-101.480045|19386|2|[Fish And Chips]
104|36.768116|-91.334246|23663|5|[American, French]
105|38.668672|-105.178894|28947|2|[Burgers, Tex Mex]
106|38.292808|-103.341206|68531|4|[Pizza, Contemporary]
107|46.875411|-123.825897|45795|4|[Subs, Diner]
108|47.842831|-113.232729|69348|3|[Salad]
109|25.192739|-88.185055|66825|2|[Greek, Fusion]
110|40.205450|-77.912110|22258|4|[European, Greek]
111|39.870619|-121.944076|65673|4|[Seafood]
112|48.443069|-70.649363|19195|5|[Subs, Bistro]
113|43.400961|-75.175897|91490|5|[Greek]
114|31.951206|-98.357329|10194|1|[American, Cafe]
115|45.885290|-96.797642|31358|4|[Diner, Healthy]
116|29.768371|-109.914790|85284|2|[European]
117|36.662420|-123.300334|63557|1|[French, Italian]
118|35.329460|-103.604807|83188|5|[Greek]
119|35.122918|-77.275508|14547|4|[Cafe]
120|24.399735|-93.325729|96744|4|[Tapas]
121|32.561530|-72.841274|91719|1|[Indian, European]
122|36.858970|-119.202957|88745|3|[Salad, American]
123|29.662959|-117.340528|94025|5|[Cafe]
124|36.395567|-86.355497|63396|1|[Creole, Contemporary]
125|43.373176|-114.600523|37650|2|[Southwestern]
126|33.646992|-84.838196|33222|5|[Tapas]
127|42.244343|-115.324675|76276|5|[Tapas, Contemporary]
128|34.942070|-105.649441|29669|1|[Salad, European]
129|31.230676|-109.602496|30849|4|[Smoothies]
130|35.701622|-91.609751|89924|4|[Bistro]
131|36.182303|-75.889545|44751|5|[American]
132|39.120845|-118.341494|53564|2|[Californian, American]
133|27.858322|-93.625350|20232|2|[Smoothies, American]
134|34.787589|-89.990129|44167|4|[Austrian]
135|48.475882|-71.578011|50449|1|[Burgers]
136|47.500052|-69.832647|20262|3|[Seafood]
137|42.681961|-109.556165|21120|3|[Deli, Pakistani]
138|43.675271|-119.646236|86811|1|[Mediterranean]
139|24.170838|-93.448282|69110|2|[Greek]
140|25.239196|-103.666494|28681|4|[Tex Mex]
141|43.775881|-111.493859|91888|5|[Fish And Chips]
142|30.768370|-75.851864|84744|5|[European]
143|42.495179|-98.177328|32103|3|[Grill]
144|34.994438|-90.706795|11459|3|[Sandwiches]
145|32.420625|-73.136418|39343|1|[Italian, Coffee]
146|42.446512|-83.613545|79840|4|[Grill]
147|25.375395|-103.328765|98004|4|[Mexican, Californian]
148|39.903168|-92.451038|14973|3|[American]
149|38.457913|-108.615207|18808|3|[Steak]
150|44.810519|-77.301770|88192|3|[Sandwiches]
151|44.193697|-87.823486|11951|4|[Burgers]
152|46.918261|-91.139712|94086|1|[Diner]
153|28.438099|-115.731809|44572|3|[American]
154|27.177005|-76.380597|51813|1|[Continental]
155|40.755496|-97.484915|15479|1|[Indian]
156|46.409955|-103.828650|29530|3|[Healthy, International]
157|32.156503|-83.600309|92004|3|[Healthy, Californian]
158|24.446173|-95.150670|49342|5|[International]
159|46.771801|-75.490933|72855|5|[Deli]
160|29.267265|-73.967713|71927|2|[Asian, Californian]
161|33.934510|-97.285521|21724|4|[Grill]
162|37.257165|-100.560621|90141|1|[European, American]
163|37.544597|-112.330746|31159|2|[Healthy]
164|30.415143|-84.659676|94665|3|[Italian]
165|42.533137|-107.222784|85988|1|[Seafood]
166|44.233384|-98.359956|62371|5|[Sandwiches]
167|25.264283|-113.883220|37417|3|[Deli]
168|38.660747|-79.922984|75084|5|[Creole]
169|31.262289|-121.722638|79275|3|[French]
170|27.249786|-120.269756|18599|5|[Cafe, Californian]
171|26.727250|-114.107015|72454|5|[Bistro, Seafood]
172|25.209059|-105.851065|14779|4|[Creole, Continental]
173|48.549592|-117.600309|41793|5|[International, Coffee]
174|48.841251|-91.105819|11080|3|[Pakistani, Smoothies]
175|25.598264|-107.815854|88158|2|[Deli]
176|26.337220|-87.793881|58653|3|[Asian, American]
177|25.522697|-83.452941|84251|5|[Greek]
178|35.221169|-90.912338|10378|4|[Italian, Steak]
179|32.776007|-86.340032|54561|4|[Pasta]
180|39.809955|-107.893273|36658|2|[Creole, Cafe]
181|44.720521|-72.472916|42943|5|[Mongolian, European]
182|40.470608|-118.297214|74105|2|[Tex Mex, Italian]
183|28.819188|-85.649701|85013|4|[Chinese]
184|36.775334|-83.269744|16962|5|[Burgers, International]
185|35.465226|-97.500447|61464|4|[Fast Food, Pizza]
186|44.146438|-75.814751|94135|4|[Chinese]
187|28.323430|-81.849838|10194|5|[Grill, American]
188|46.815992|-101.463744|77870|4|[Seafood, Burgers]
189|41.856774|-69.705064|30991|4|[Fish And Chips, American]
190|42.406062|-104.126923|82014|2|[Contemporary]
191|48.567272|-89.351994|41854|2|[Continental]
192|48.828438|-124.542494|55490|4|[International]
193|29.678564|-69.958020|59508|1|[Mediterranean]
194|44.155116|-78.107493|68924|5|[Mexican]
195|31.564529|-84.510721|53751|3|[Persian]
196|45.355197|-97.999981|88836|4|[Cafe, European]
197|40.190628|-92.432630|77465|3|[Deli, Cajun]
198|27.442507|-94.724808|48144|4|[International]
199|46.806962|-110.361698|75243|1|[Salad]
200|24.324577|-79.172942|88028|4|[Smoothies]
201|39.601491|-72.506851|67658|1|[Persian, Pizza]
202|46.671242|-95.720686|10013|4|[Creole]
203|42.304945|-99.985722|87120|1|[Pasta]
204|41.923404|-94.434373|95917|3|[Austrian]
205|29.150207|-116.193692|46006|1|[Healthy]
206|27.406838|-89.840386|37592|5|[Juices]
207|36.859416|-96.147821|76866|2|[Californian]
208|26.449601|-113.964502|66146|5|[Californian]
209|48.702441|-100.111455|68033|4|[American, Mongolian]
210|32.714255|-118.823176|19311|3|[Continental]
211|45.286452|-119.960513|50481|1|[Healthy]
212|36.151579|-117.826191|61137|5|[Indian]
213|47.174865|-73.799494|60953|4|[Continental]
214|38.707717|-81.197467|24993|2|[French]
215|29.898315|-87.846155|29265|1|[Deli, Burgers]
216|46.867116|-120.466846|30591|4|[Asian, Burgers]
217|34.638906|-99.385516|37561|3|[Californian]
218|25.384170|-117.173295|40293|5|[Chinese]
219|35.985021|-118.776510|42628|5|[Continental, Fast Food]
220|26.327871|-115.768971|42180|4|[American]
221|48.783558|-109.844128|94925|2|[Coffee]
222|28.412159|-119.108885|77784|3|[Contemporary]
223|33.295391|-104.666972|26982|1|[Diner, Bistro]
224|26.781180|-70.561823|49817|5|[Creole, Burgers]
225|45.820008|-119.844669|58394|2|[Contemporary]
226|28.268269|-86.637071|17463|4|[Persian, American]
227|47.700331|-80.234802|96368|5|[Deli, French]
228|41.169882|-82.594348|48791|2|[Diner, Pizza]
229|29.627119|-109.739780|33842|3|[Californian]
230|45.947271|-102.690030|90713|1|[American, Pasta]
231|25.819523|-105.949788|16209|3|[Pakistani]
232|36.809613|-124.798064|38333|1|[Seafood]
233|28.147633|-98.960418|13787|5|[Tapas, German]
234|31.410358|-105.960826|25484|1|[Mediterranean, Asian]
